"RT","ISI","Trial","Participant","Session","Threshold","Feedback","Feedback_N_Positive","Feedback_N_Negative"
0.417,0.36,51,"S006","S1",0.328,"Negative",0,2
0.367,2.101,52,"S006","S1",0.329,"Negative",0,3
0.433,1.934,53,"S006","S1",0.331,"Negative",0,4
0.35,2.438,54,"S006","S1",0.331,"Negative",0,5
0.317,1.474,55,"S006","S1",0.331,"Positive",0,6
0.3,2.988,56,"S006","S1",0.331,"Positive",1,0
0.3,0.879,57,"S006","S1",0.33,"Positive",2,0
0.3,0.889,58,"S006","S1",0.33,"Positive",3,0
0.467,3.4,59,"S006","S1",0.332,"Negative",4,0
0.317,1.441,60,"S006","S1",0.332,"Positive",0,1
0.316,1.084,61,"S006","S1",0.331,"Positive",1,0
0.267,2.663,62,"S006","S1",0.33,"Positive",2,0
0.617,2.506,63,"S006","S1",0.335,"Negative",3,0
0.283,3.432,64,"S006","S1",0.334,"Positive",0,1
0.284,1.557,65,"S006","S1",0.333,"Positive",1,0
0.333,0.405,66,"S006","S1",0.333,"Positive",2,0
0.333,2.668,67,"S006","S1",0.333,"Positive",3,0
0.283,2.299,68,"S006","S1",0.333,"Positive",4,0
0.317,2.403,69,"S006","S1",0.332,"Positive",5,0
0.283,1.663,70,"S006","S1",0.332,"Positive",6,0
0.333,2.23,71,"S006","S1",0.332,"Negative",7,0
0.3,2.511,72,"S006","S1",0.331,"Positive",0,1
0.317,3.038,73,"S006","S1",0.331,"Positive",1,0
0.35,2.183,74,"S006","S1",0.331,"Negative",2,0
0.383,2.755,75,"S006","S1",0.332,"Negative",0,1
0.383,3.287,76,"S006","S1",0.333,"Negative",0,2
0.35,2.548,77,"S006","S1",0.333,"Negative",0,3
0.317,2.267,79,"S006","S1",0.38,"Positive",0,5
0.283,1.823,80,"S006","S1",0.379,"Positive",1,0
0.316,0.784,81,"S006","S1",0.378,"Positive",2,0
0.267,1.779,82,"S006","S1",0.377,"Positive",3,0
0.3,0.306,83,"S006","S1",0.376,"Positive",4,0
0.267,1.031,84,"S006","S1",0.375,"Positive",5,0
0.333,2.568,85,"S006","S1",0.374,"Positive",6,0
0.383,1.238,86,"S006","S1",0.374,"Negative",7,0
0.283,2.643,87,"S006","S1",0.373,"Positive",0,1
0.317,0.205,88,"S006","S1",0.373,"Positive",1,0
0.35,1.106,89,"S006","S1",0.372,"Positive",2,0
0.35,1.559,90,"S006","S1",0.372,"Positive",3,0
0.316,3.313,91,"S006","S1",0.371,"Positive",4,0
0.283,1.203,92,"S006","S1",0.37,"Positive",5,0
0.383,0.859,93,"S006","S1",0.371,"Negative",6,0
0.3,2.577,94,"S006","S1",0.37,"Positive",0,1
0.3,2.275,95,"S006","S1",0.369,"Positive",1,0
0.35,1.998,96,"S006","S1",0.369,"Positive",2,0
0.383,0.235,97,"S006","S1",0.369,"Negative",3,0
0.3,3.393,98,"S006","S1",0.368,"Positive",0,1
0.317,2.275,99,"S006","S1",0.368,"Positive",1,0
0.333,3.341,100,"S006","S1",0.367,"Positive",2,0
0.35,0.917,101,"S006","S1",0.367,"Positive",3,0
0.3,1.419,102,"S006","S1",0.367,"Positive",4,0
0.317,3.01,103,"S006","S1",0.366,"Positive",5,0
0.3,0.582,104,"S006","S1",0.366,"Positive",6,0
0.283,1.709,105,"S006","S1",0.365,"Positive",7,0
0.3,3.316,106,"S006","S1",0.364,"Positive",8,0
0.3,1.825,107,"S006","S1",0.364,"Positive",9,0
0.333,1.678,108,"S006","S1",0.363,"Positive",10,0
0.35,2.405,109,"S006","S1",0.363,"Positive",11,0
0.3,3.443,110,"S006","S1",0.363,"Positive",12,0
0.333,2.723,111,"S006","S1",0.362,"Positive",13,0
0.4,0.333,112,"S006","S1",0.363,"Negative",14,0
0.3,0.497,113,"S006","S1",0.362,"Positive",0,1
0.317,2.319,114,"S006","S1",0.362,"Positive",1,0
0.3,2.002,115,"S006","S1",0.361,"Positive",2,0
0.3,1.047,116,"S006","S1",0.361,"Positive",3,0
0.317,3.453,117,"S006","S1",0.36,"Positive",4,0
0.35,2.657,118,"S006","S1",0.36,"Positive",5,0
0.467,2.546,119,"S006","S1",0.361,"Negative",6,0
0.283,2.991,120,"S006","S1",0.36,"Positive",0,1
0.4,1.864,1,"S006","S2",NA,"Positive",0,0
0.367,0.663,2,"S006","S2",0.384,"Positive",1,0
0.333,2.97,3,"S006","S2",0.367,"Positive",2,0
0.35,0.552,4,"S006","S2",0.363,"Positive",3,0
0.3,0.546,5,"S006","S2",0.35,"Positive",4,0
0.366,2.668,6,"S006","S2",0.353,"Negative",5,0
0.5,2.486,7,"S006","S2",0.374,"Negative",0,1
0.334,2.277,8,"S006","S2",0.369,"Positive",0,2
0.367,0.501,9,"S006","S2",0.369,"Positive",1,0
0.316,2.851,10,"S006","S2",0.363,"Positive",2,0
0.35,1.22,11,"S006","S2",0.362,"Positive",3,0
0.3,1.492,12,"S006","S2",0.357,"Positive",4,0
0.35,2.293,13,"S006","S2",0.356,"Positive",5,0
0.4,1.891,14,"S006","S2",0.36,"Negative",6,0
0.433,0.494,15,"S006","S2",0.364,"Negative",0,1
0.267,2.432,16,"S006","S2",0.358,"Positive",0,2
0.283,0.781,17,"S006","S2",0.354,"Positive",1,0
0.25,2.794,18,"S006","S2",0.348,"Positive",2,0
0.25,3.197,19,"S006","S2",0.343,"Positive",3,0
0.3,0.662,20,"S006","S2",0.341,"Positive",4,0
0.317,2.756,21,"S006","S2",0.34,"Positive",5,0
0.333,3.064,22,"S006","S2",0.339,"Positive",6,0
0.366,1.022,23,"S006","S2",0.341,"Negative",7,0
0.3,1.966,24,"S006","S2",0.339,"Positive",0,1
0.433,2.751,25,"S006","S2",0.343,"Negative",1,0
0.4,1.6,26,"S006","S2",0.345,"Negative",0,1
0.35,2.404,27,"S006","S2",0.345,"Negative",0,2
0.317,2.439,28,"S006","S2",0.344,"Positive",0,3
0.3,1.834,29,"S006","S2",0.343,"Positive",1,0
0.3,0.829,30,"S006","S2",0.341,"Positive",2,0
0.3,3.359,31,"S006","S2",0.34,"Positive",3,0
0.383,0.254,32,"S006","S2",0.341,"Negative",4,0
0.317,3.307,33,"S006","S2",0.34,"Positive",0,1
0.483,0.219,34,"S006","S2",0.345,"Negative",1,0
0.316,3.307,35,"S006","S2",0.344,"Positive",0,1
0.316,0.337,36,"S006","S2",0.343,"Positive",1,0
0.367,2.623,37,"S006","S2",0.344,"Negative",2,0
0.283,2.213,38,"S006","S2",0.342,"Positive",0,1
0.25,1.98,39,"S006","S2",0.34,"Positive",1,0
0.334,1.53,40,"S006","S2",0.34,"Positive",2,0
0.3,0.664,41,"S006","S2",0.339,"Positive",3,0
0.283,3.234,42,"S006","S2",0.337,"Positive",4,0
0.35,0.855,43,"S006","S2",0.338,"Negative",5,0
0.283,2.835,44,"S006","S2",0.336,"Positive",0,1
0.267,3.192,45,"S006","S2",0.335,"Positive",1,0
0.283,3.26,46,"S006","S2",0.334,"Positive",2,0
0.484,3.258,47,"S006","S2",0.337,"Negative",3,0
0.317,1.193,48,"S006","S2",0.336,"Positive",0,1
0.3,1.371,49,"S006","S2",0.336,"Positive",1,0
0.267,2.27,50,"S006","S2",0.334,"Positive",2,0
0.283,3.084,51,"S006","S2",0.333,"Positive",3,0
0.367,0.815,52,"S006","S2",0.334,"Negative",4,0
0.3,3.078,53,"S006","S2",0.333,"Positive",0,1
0.3,2.265,54,"S006","S2",0.333,"Positive",1,0
0.383,0.343,55,"S006","S2",0.334,"Negative",2,0
0.333,0.816,56,"S006","S2",0.334,"Positive",0,1
0.333,1.808,57,"S006","S2",0.334,"Positive",1,0
0.267,3.207,58,"S006","S2",0.332,"Positive",2,0
0.3,3.282,59,"S006","S2",0.332,"Positive",3,0
0.333,2.71,60,"S006","S2",0.332,"Negative",4,0
0.383,0.249,61,"S006","S2",0.333,"Negative",0,1
0.317,1.177,62,"S006","S2",0.333,"Positive",0,2
0.383,1.424,63,"S006","S2",0.333,"Negative",1,0
0.35,1.77,64,"S006","S2",0.334,"Negative",0,1
0.3,1.891,65,"S006","S2",0.333,"Positive",0,2
0.333,0.413,66,"S006","S2",0.333,"Positive",1,0
0.284,1.011,67,"S006","S2",0.332,"Positive",2,0
0.267,3.202,68,"S006","S2",0.331,"Positive",3,0
0.317,1.399,69,"S006","S2",0.331,"Positive",4,0
0.317,1.104,70,"S006","S2",0.331,"Positive",5,0
0.267,3.389,71,"S006","S2",0.33,"Positive",6,0
0.3,1.536,72,"S006","S2",0.33,"Positive",7,0
0.283,2.544,73,"S006","S2",0.329,"Positive",8,0
0.367,0.557,74,"S006","S2",0.33,"Negative",9,0
0.367,2.42,75,"S006","S2",0.33,"Negative",0,1
0.317,2.352,76,"S006","S2",0.33,"Positive",0,2
0.3,2.515,77,"S006","S2",0.329,"Positive",1,0
0.3,1.372,78,"S006","S2",0.329,"Positive",2,0
0.35,3.424,79,"S006","S2",0.329,"Negative",3,0
0.283,2.465,80,"S006","S2",0.329,"Positive",0,1
0.283,3.01,81,"S006","S2",0.328,"Positive",1,0
0.333,1.488,82,"S006","S2",0.328,"Negative",2,0
0.283,2.049,83,"S006","S2",0.328,"Positive",0,1
0.284,2.084,84,"S006","S2",0.327,"Positive",1,0
0.283,2.552,85,"S006","S2",0.327,"Positive",2,0
0.383,0.218,86,"S006","S2",0.327,"Negative",3,0
0.284,1.669,87,"S006","S2",0.327,"Positive",0,1
0.267,2.204,88,"S006","S2",0.326,"Positive",1,0
0.3,2.847,89,"S006","S2",0.326,"Positive",2,0
0.3,1.314,90,"S006","S2",0.326,"Positive",3,0
0.283,2.238,91,"S006","S2",0.325,"Positive",4,0
0.267,3.238,92,"S006","S2",0.324,"Positive",5,0
0.333,0.175,93,"S006","S2",0.325,"Negative",6,0
0.35,0.182,94,"S006","S2",0.325,"Negative",0,1
0.433,0.391,95,"S006","S2",0.326,"Negative",0,2
0.367,3.354,96,"S006","S2",0.326,"Negative",0,3
0.3,3.323,97,"S006","S2",0.326,"Positive",0,4
0.45,1.772,98,"S006","S2",0.327,"Negative",1,0
0.35,2.294,99,"S006","S2",0.328,"Negative",0,1
0.3,3.032,100,"S006","S2",0.327,"Positive",0,2
0.317,3.029,101,"S006","S2",0.327,"Positive",1,0
0.35,2.613,102,"S006","S2",0.327,"Negative",2,0
0.3,2.199,103,"S006","S2",0.327,"Positive",0,1
0.283,2.856,104,"S006","S2",0.327,"Positive",1,0
0.266,3.048,105,"S006","S2",0.326,"Positive",2,0
0.317,0.691,106,"S006","S2",0.326,"Positive",3,0
0.3,1.435,107,"S006","S2",0.326,"Positive",4,0
0.3,0.908,108,"S006","S2",0.326,"Positive",5,0
0.317,0.852,109,"S006","S2",0.326,"Positive",6,0
0.333,0.51,110,"S006","S2",0.326,"Negative",7,0
0.4,0.212,111,"S006","S2",0.326,"Negative",0,1
0.317,0.593,112,"S006","S2",0.326,"Positive",0,2
0.267,2.808,113,"S006","S2",0.326,"Positive",1,0
0.267,0.811,114,"S006","S2",0.325,"Positive",2,0
0.283,1.49,115,"S006","S2",0.325,"Positive",3,0
0.3,2.62,116,"S006","S2",0.325,"Positive",4,0
0.333,0.252,117,"S006","S2",0.325,"Negative",5,0
0.3,2.027,118,"S006","S2",0.324,"Positive",0,1
0.233,2.227,119,"S006","S2",0.324,"Positive",1,0
0.317,0.83,120,"S006","S2",0.324,"Positive",2,0
0.7,1.863,1,"S008","S1",NA,"Positive",0,0
0.334,2.446,2,"S008","S1",0.517,"Positive",1,0
0.317,2.117,3,"S008","S1",0.45,"Positive",2,0
0.25,2.959,4,"S008","S1",0.4,"Positive",3,0
0.267,2.449,5,"S008","S1",0.373,"Positive",4,0
0.35,1.241,6,"S008","S1",0.369,"Positive",5,0
0.25,1.64,7,"S008","S1",0.352,"Positive",6,0
0.333,0.476,8,"S008","S1",0.35,"Positive",7,0
0.283,2.354,9,"S008","S1",0.343,"Positive",8,0
0.267,1.437,10,"S008","S1",0.335,"Positive",9,0
0.25,2.328,11,"S008","S1",0.327,"Positive",10,0
0.35,0.384,12,"S008","S1",0.329,"Negative",11,0
0.266,2.446,13,"S008","S1",0.324,"Positive",0,1
0.367,3.257,14,"S008","S1",0.327,"Negative",1,0
0.367,1.281,15,"S008","S1",0.33,"Negative",0,1
0.266,2.444,16,"S008","S1",0.326,"Positive",0,2
0.35,0.263,17,"S008","S1",0.327,"Negative",1,0
0.317,0.256,18,"S008","S1",0.327,"Positive",0,1
0.25,2.164,19,"S008","S1",0.323,"Positive",1,0
0.267,1.724,20,"S008","S1",0.32,"Positive",2,0
0.283,1.578,21,"S008","S1",0.318,"Positive",3,0
0.25,0.963,22,"S008","S1",0.315,"Positive",4,0
0.233,1.384,23,"S008","S1",0.312,"Positive",5,0
0.3,0.663,24,"S008","S1",0.311,"Positive",6,0
0.433,1.446,25,"S008","S1",0.316,"Negative",7,0
0.383,1.782,26,"S008","S1",0.319,"Negative",0,1
0.267,2.168,27,"S008","S1",0.317,"Positive",0,2
0.267,0.7,28,"S008","S1",0.315,"Positive",1,0
0.267,2.804,29,"S008","S1",0.313,"Positive",2,0
0.283,2.106,30,"S008","S1",0.312,"Positive",3,0
0.25,2.386,31,"S008","S1",0.31,"Positive",4,0
0.3,2.408,32,"S008","S1",0.31,"Positive",5,0
0.267,3.486,33,"S008","S1",0.309,"Positive",6,0
0.317,1.047,34,"S008","S1",0.309,"Negative",7,0
0.317,2.837,35,"S008","S1",0.309,"Negative",0,1
0.367,0.582,36,"S008","S1",0.311,"Negative",0,2
0.333,0.865,37,"S008","S1",0.311,"Negative",0,3
0.267,1.536,38,"S008","S1",0.31,"Positive",0,4
0.3,0.402,39,"S008","S1",0.31,"Positive",1,0
0.267,0.393,40,"S008","S1",0.309,"Positive",2,0
0.283,0.578,41,"S008","S1",0.308,"Positive",3,0
0.267,1.236,42,"S008","S1",0.307,"Positive",4,0
0.25,1.923,43,"S008","S1",0.306,"Positive",5,0
0.267,2.256,44,"S008","S1",0.305,"Positive",6,0
0.283,3.439,45,"S008","S1",0.304,"Positive",7,0
0.35,0.634,46,"S008","S1",0.305,"Negative",8,0
0.267,2.356,47,"S008","S1",0.305,"Positive",0,1
0.283,0.773,48,"S008","S1",0.304,"Positive",1,0
0.317,3.458,49,"S008","S1",0.304,"Negative",2,0
0.283,2.49,50,"S008","S1",0.304,"Positive",0,1
0.267,1.419,51,"S008","S1",0.303,"Positive",1,0
0.267,0.434,52,"S008","S1",0.303,"Positive",2,0
0.3,0.799,53,"S008","S1",0.303,"Positive",3,0
0.266,1.011,54,"S008","S1",0.302,"Positive",4,0
0.3,2.852,55,"S008","S1",0.302,"Positive",5,0
0.267,2.605,56,"S008","S1",0.301,"Positive",6,0
0.25,3.06,57,"S008","S1",0.3,"Positive",7,0
0.333,2.586,58,"S008","S1",0.301,"Negative",8,0
0.483,1.493,59,"S008","S1",0.304,"Negative",0,1
0.283,2.619,60,"S008","S1",0.304,"Positive",0,2
0.283,1.978,61,"S008","S1",0.303,"Positive",1,0
0.333,0.837,62,"S008","S1",0.304,"Negative",2,0
0.267,2.209,63,"S008","S1",0.303,"Positive",0,1
0.267,2.95,64,"S008","S1",0.303,"Positive",1,0
0.317,0.812,65,"S008","S1",0.303,"Negative",2,0
0.283,2.949,66,"S008","S1",0.303,"Positive",0,1
0.3,2.033,67,"S008","S1",0.302,"Positive",1,0
0.284,3.202,68,"S008","S1",0.302,"Positive",2,0
0.333,2.537,69,"S008","S1",0.303,"Negative",3,0
0.433,0.62,70,"S008","S1",0.305,"Negative",0,1
0.35,1.114,71,"S008","S1",0.305,"Negative",0,2
0.25,3.313,72,"S008","S1",0.304,"Positive",0,3
0.317,0.542,73,"S008","S1",0.305,"Negative",1,0
0.3,1.413,74,"S008","S1",0.304,"Positive",0,1
0.283,1.508,75,"S008","S1",0.304,"Positive",1,0
0.267,2.919,76,"S008","S1",0.304,"Positive",2,0
0.35,0.558,77,"S008","S1",0.304,"Negative",3,0
0.333,1.45,78,"S008","S1",0.305,"Negative",0,1
0.317,1.09,79,"S008","S1",0.305,"Negative",0,2
0.25,3.221,80,"S008","S1",0.304,"Positive",0,3
0.317,2.95,81,"S008","S1",0.304,"Negative",1,0
0.267,1.342,82,"S008","S1",0.304,"Positive",0,1
0.333,0.419,83,"S008","S1",0.304,"Negative",1,0
0.317,1.598,84,"S008","S1",0.304,"Negative",0,1
0.35,1.204,85,"S008","S1",0.305,"Negative",0,2
0.283,2.81,86,"S008","S1",0.305,"Positive",0,3
0.466,0.193,87,"S008","S1",0.307,"Negative",1,0
0.25,1.807,88,"S008","S1",0.306,"Positive",0,1
0.317,2.94,89,"S008","S1",0.306,"Negative",1,0
0.25,3.377,90,"S008","S1",0.305,"Positive",0,1
0.267,3.458,91,"S008","S1",0.305,"Positive",1,0
0.233,3.229,92,"S008","S1",0.304,"Positive",2,0
0.317,0.838,93,"S008","S1",0.304,"Negative",3,0
0.45,1.127,94,"S008","S1",0.306,"Negative",0,1
0.283,1.053,95,"S008","S1",0.306,"Positive",0,2
0.3,0.139,96,"S008","S1",0.306,"Positive",1,0
0.283,0.33,97,"S008","S1",0.305,"Positive",2,0
0.267,3.276,98,"S008","S1",0.305,"Positive",3,0
0.316,2.281,99,"S008","S1",0.305,"Negative",4,0
0.384,0.784,100,"S008","S1",0.306,"Negative",0,1
0.3,1.707,101,"S008","S1",0.306,"Positive",0,2
0.333,1.928,102,"S008","S1",0.306,"Negative",1,0
0.383,1.233,103,"S008","S1",0.307,"Negative",0,1
0.317,0.947,104,"S008","S1",0.307,"Negative",0,2
0.267,1.476,105,"S008","S1",0.307,"Positive",0,3
0.267,2.061,106,"S008","S1",0.306,"Positive",1,0
0.317,2.915,107,"S008","S1",0.306,"Negative",2,0
0.333,1.598,108,"S008","S1",0.306,"Negative",0,1
0.383,0.577,109,"S008","S1",0.307,"Negative",0,2
0.267,2.384,110,"S008","S1",0.307,"Positive",0,3
0.25,2.826,111,"S008","S1",0.306,"Positive",1,0
0.417,1.739,112,"S008","S1",0.307,"Negative",2,0
0.25,2.334,113,"S008","S1",0.307,"Positive",0,1
0.35,0.112,114,"S008","S1",0.307,"Negative",1,0
0.283,2.229,115,"S008","S1",0.307,"Positive",0,1
0.283,0.331,116,"S008","S1",0.307,"Positive",1,0
0.267,2.266,117,"S008","S1",0.306,"Positive",2,0
0.333,3.098,118,"S008","S1",0.307,"Negative",3,0
0.3,1.941,119,"S008","S1",0.307,"Positive",0,1
0.317,1.463,120,"S008","S1",0.307,"Negative",1,0
0.367,1.152,1,"S008","S2",NA,"Positive",0,0
0.366,3.171,2,"S008","S2",0.367,"Positive",1,0
0.283,2.111,3,"S008","S2",0.339,"Positive",2,0
0.233,3.164,4,"S008","S2",0.312,"Positive",3,0
0.35,2.611,5,"S008","S2",0.32,"Negative",4,0
0.3,2.176,6,"S008","S2",0.317,"Positive",0,1
0.367,0.145,7,"S008","S2",0.324,"Negative",1,0
0.283,2.482,8,"S008","S2",0.319,"Positive",0,1
0.333,3.103,9,"S008","S2",0.32,"Negative",1,0
0.317,2.017,10,"S008","S2",0.32,"Positive",0,1
0.3,0.856,11,"S008","S2",0.318,"Positive",1,0
0.283,3.354,12,"S008","S2",0.315,"Positive",2,0
0.3,1.68,13,"S008","S2",0.314,"Positive",3,0
0.383,3.172,14,"S008","S2",0.319,"Negative",4,0
0.317,2.027,15,"S008","S2",0.319,"Positive",0,1
0.267,2.371,16,"S008","S2",0.316,"Positive",1,0
0.383,0.868,17,"S008","S2",0.32,"Negative",2,0
0.267,3.408,18,"S008","S2",0.317,"Positive",0,1
0.35,1.87,19,"S008","S2",0.318,"Negative",1,0
0.317,0.927,20,"S008","S2",0.318,"Positive",0,1
0.283,2.394,21,"S008","S2",0.317,"Positive",1,0
0.283,2.025,22,"S008","S2",0.315,"Positive",2,0
0.3,1.185,23,"S008","S2",0.314,"Positive",3,0
0.3,0.392,24,"S008","S2",0.314,"Positive",4,0
0.333,0.187,25,"S008","S2",0.315,"Negative",5,0
0.233,2.626,26,"S008","S2",0.312,"Positive",0,1
0.283,1.564,27,"S008","S2",0.31,"Positive",1,0
0.25,2.414,28,"S008","S2",0.308,"Positive",2,0
0.25,2.788,29,"S008","S2",0.306,"Positive",3,0
0.25,2.167,30,"S008","S2",0.304,"Positive",4,0
0.25,1.908,31,"S008","S2",0.303,"Positive",5,0
0.367,0.705,32,"S008","S2",0.305,"Negative",6,0
0.35,1.214,33,"S008","S2",0.306,"Negative",0,1
0.266,1.649,34,"S008","S2",0.305,"Positive",0,2
0.317,0.749,35,"S008","S2",0.305,"Negative",1,0
0.533,0.302,36,"S008","S2",0.312,"Negative",0,1
0.267,2.095,37,"S008","S2",0.31,"Positive",0,2
0.317,2.446,38,"S008","S2",0.31,"Negative",1,0
0.367,0.16,39,"S008","S2",0.312,"Negative",0,1
0.267,3.461,40,"S008","S2",0.311,"Positive",0,2
0.35,2.426,41,"S008","S2",0.312,"Negative",1,0
0.417,0.506,42,"S008","S2",0.314,"Negative",0,1
0.283,2.334,43,"S008","S2",0.314,"Positive",0,2
0.283,0.806,44,"S008","S2",0.313,"Positive",1,0
0.267,2.933,45,"S008","S2",0.312,"Positive",2,0
0.283,1.574,46,"S008","S2",0.311,"Positive",3,0
0.3,0.763,47,"S008","S2",0.311,"Positive",4,0
0.317,0.696,48,"S008","S2",0.311,"Negative",5,0
0.25,2.313,49,"S008","S2",0.31,"Positive",0,1
0.267,1.616,50,"S008","S2",0.309,"Positive",1,0
0.25,1.643,51,"S008","S2",0.308,"Positive",2,0
0.333,1.942,52,"S008","S2",0.308,"Negative",3,0
0.35,1.458,53,"S008","S2",0.309,"Negative",0,1
0.383,0.632,54,"S008","S2",0.31,"Negative",0,2
0.283,1.232,55,"S008","S2",0.31,"Positive",0,3
0.35,0.154,56,"S008","S2",0.311,"Negative",1,0
0.25,2.823,57,"S008","S2",0.31,"Positive",0,1
0.3,2.203,58,"S008","S2",0.309,"Positive",1,0
0.267,2.792,59,"S008","S2",0.309,"Positive",2,0
0.4,1.574,60,"S008","S2",0.31,"Negative",3,0
0.267,1.975,61,"S008","S2",0.31,"Positive",0,1
0.367,0.535,62,"S008","S2",0.31,"Negative",1,0
0.35,1.077,63,"S008","S2",0.311,"Negative",0,1
0.433,0.623,64,"S008","S2",0.313,"Negative",0,2
0.25,2.764,65,"S008","S2",0.312,"Positive",0,3
0.317,2.431,66,"S008","S2",0.312,"Negative",1,0
0.333,1.151,67,"S008","S2",0.312,"Negative",0,1
0.367,0.937,68,"S008","S2",0.313,"Negative",0,2
0.433,0.149,69,"S008","S2",0.315,"Negative",0,3
0.284,0.983,70,"S008","S2",0.315,"Positive",0,4
0.267,2.053,71,"S008","S2",0.314,"Positive",1,0
0.25,2.471,72,"S008","S2",0.313,"Positive",2,0
0.284,1.821,73,"S008","S2",0.313,"Positive",3,0
0.35,0.521,74,"S008","S2",0.313,"Negative",4,0
0.233,2.795,75,"S008","S2",0.312,"Positive",0,1
0.383,0.151,76,"S008","S2",0.313,"Negative",1,0
0.317,1.476,77,"S008","S2",0.313,"Negative",0,1
0.267,2.002,78,"S008","S2",0.312,"Positive",0,2
0.25,1.753,79,"S008","S2",0.312,"Positive",1,0
0.283,3.268,80,"S008","S2",0.311,"Positive",2,0
0.267,3.043,81,"S008","S2",0.311,"Positive",3,0
0.3,0.488,82,"S008","S2",0.311,"Positive",4,0
0.266,2.927,83,"S008","S2",0.31,"Positive",5,0
0.283,2.102,84,"S008","S2",0.31,"Positive",6,0
0.25,2.159,85,"S008","S2",0.309,"Positive",7,0
0.35,1.003,86,"S008","S2",0.309,"Negative",8,0
0.267,3.045,87,"S008","S2",0.309,"Positive",0,1
0.3,2.78,88,"S008","S2",0.309,"Positive",1,0
0.317,1.775,89,"S008","S2",0.309,"Negative",2,0
0.267,2.606,90,"S008","S2",0.309,"Positive",0,1
0.3,1.462,91,"S008","S2",0.308,"Positive",1,0
0.3,0.871,92,"S008","S2",0.308,"Positive",2,0
0.233,2.654,93,"S008","S2",0.308,"Positive",3,0
0.25,2.848,94,"S008","S2",0.307,"Positive",4,0
0.383,1.744,95,"S008","S2",0.308,"Negative",5,0
0.383,0.399,96,"S008","S2",0.308,"Negative",0,1
0.317,0.347,97,"S008","S2",0.309,"Negative",0,2
0.267,2.892,98,"S008","S2",0.308,"Positive",0,3
0.25,1.95,99,"S008","S2",0.308,"Positive",1,0
0.25,2.039,100,"S008","S2",0.307,"Positive",2,0
0.267,3.261,101,"S008","S2",0.307,"Positive",3,0
0.35,0.585,102,"S008","S2",0.307,"Negative",4,0
0.233,2.381,103,"S008","S2",0.306,"Positive",0,1
0.267,2.659,104,"S008","S2",0.306,"Positive",1,0
0.35,1.476,105,"S008","S2",0.306,"Negative",2,0
0.383,0.11,106,"S008","S2",0.307,"Negative",0,1
0.3,0.296,107,"S008","S2",0.307,"Positive",0,2
0.267,3.447,108,"S008","S2",0.307,"Positive",1,0
0.233,2.34,109,"S008","S2",0.306,"Positive",2,0
0.283,1.571,110,"S008","S2",0.306,"Positive",3,0
0.25,2.202,111,"S008","S2",0.305,"Positive",4,0
0.317,1.183,112,"S008","S2",0.305,"Negative",5,0
0.433,0.247,113,"S008","S2",0.306,"Negative",0,1
0.283,1.485,114,"S008","S2",0.306,"Positive",0,2
0.267,0.827,115,"S008","S2",0.306,"Positive",1,0
0.267,1.515,116,"S008","S2",0.306,"Positive",2,0
0.333,0.32,117,"S008","S2",0.306,"Negative",3,0
0.267,3.417,118,"S008","S2",0.305,"Positive",0,1
0.317,1.989,119,"S008","S2",0.306,"Negative",1,0
0.267,2.949,120,"S008","S2",0.305,"Positive",0,1
0.25,3.393,1,"S022","S1",NA,"Positive",0,0
0.283,3.293,2,"S022","S1",0.267,"Negative",1,0
0.283,2.539,3,"S022","S1",0.272,"Negative",0,1
0.367,0.991,4,"S022","S1",0.296,"Negative",0,2
0.233,1.696,5,"S022","S1",0.283,"Positive",0,3
0.233,2.09,6,"S022","S1",0.275,"Positive",1,0
0.217,2.454,7,"S022","S1",0.267,"Positive",2,0
0.267,0.949,8,"S022","S1",0.267,"Positive",3,0
0.25,0.808,9,"S022","S1",0.265,"Positive",4,0
0.233,1.254,10,"S022","S1",0.262,"Positive",5,0
0.233,0.941,11,"S022","S1",0.259,"Positive",6,0
0.25,2.438,12,"S022","S1",0.258,"Positive",7,0
0.3,1.096,13,"S022","S1",0.262,"Negative",8,0
0.383,0.184,14,"S022","S1",0.27,"Negative",0,1
0.283,3.435,15,"S022","S1",0.271,"Negative",0,2
0.417,0.599,16,"S022","S1",0.28,"Negative",0,3
0.383,0.224,17,"S022","S1",0.286,"Negative",0,4
0.3,1.19,18,"S022","S1",0.287,"Negative",0,5
0.317,1.125,19,"S022","S1",0.289,"Negative",0,6
0.267,2.348,20,"S022","S1",0.287,"Positive",0,7
0.317,0.801,21,"S022","S1",0.289,"Negative",1,0
0.233,1.06,22,"S022","S1",0.286,"Positive",0,1
0.217,2.478,23,"S022","S1",0.283,"Positive",1,0
0.217,2.299,24,"S022","S1",0.281,"Positive",2,0
0.217,2.926,25,"S022","S1",0.278,"Positive",3,0
0.267,3.18,26,"S022","S1",0.278,"Positive",4,0
0.367,0.616,27,"S022","S1",0.281,"Negative",5,0
0.3,2.994,28,"S022","S1",0.282,"Negative",0,1
0.617,1.202,29,"S022","S1",0.293,"Negative",0,2
0.25,2.772,30,"S022","S1",0.292,"Positive",0,3
0.25,2.062,31,"S022","S1",0.29,"Positive",1,0
0.233,2.515,32,"S022","S1",0.288,"Positive",2,0
0.233,2.437,33,"S022","S1",0.287,"Positive",3,0
0.233,1.815,34,"S022","S1",0.285,"Positive",4,0
0.217,2.968,35,"S022","S1",0.283,"Positive",5,0
0.416,0.562,36,"S022","S1",0.287,"Negative",6,0
